Disease Name,Category,Symptoms,Severity,Causes
Typhoid Fever,Bacteria,"abdominal pain, loss of appetite, cough, fatigue, rash, persistent fever, headache, weakness",Medium,Salmonella typhi; contaminated food/water; poor hygiene
Sleep Apnea,Disorder,"loud snoring, daytime sleepiness, pauses in breathing, gasping during sleep",Medium,obesity; narrow airway; enlarged tonsils; alcohol use; smoking
Opisthorchiasis,Parasite,"fever, fatigue, abdominal pain, liver enlargement, nausea",Medium,Opisthorchis viverrini; undercooked fish; contaminated water; poor sanitation
Influenza,Virus,"body aches, cough, fever, fatigue, sore throat, chills, headache",Medium,Influenza A virus; Influenza B virus; seasonal transmission; airborne droplets
Eating Disorders,Disorder,"abnormal eating patterns, weight abnormalities, gastrointestinal issues, body image distortion",Medium,psychological factors; societal pressures; genetic predisposition; neurochemical imbalances
Food Allergy,Disease,"hives, nausea, swelling, itching, vomiting, diarrhea",Low,immune response to food proteins; genetic predisposition; cross-contamination; hidden allergens
Multifactorial Disorders,Disease,"environmental triggers, variable presentation, variable severity, genetic predisposition, environmental influences",Low,gene-environment interactions; multiple genetic factors; environmental exposures
Sleep Apnea,Disorder,"loud snoring, pauses in breathing, morning headache, gasping during sleep, daytime sleepiness",Medium,obesity; narrow airway; enlarged tonsils; alcohol use; smoking
Spinocerebellar Ataxia,Disease,"tremor, muscle weakness, balance problems, coordination difficulties, speech problems",Medium,genetic mutations; various gene expansions; autosomal dominant inheritance
Sleep Disorders,Disorder,"abnormal sleep patterns, mood disturbances, excessive sleepiness, cognitive impairment, insomnia, behavioral problems",Medium,circadian rhythm disorders; medical conditions; medications; lifestyle factors
Sleep-Related Hypoventilation Disorders,Disorder,"cognitive impairment, oxygen desaturation, morning headaches, elevated CO2 levels, daytime sleepiness",High,obesity; neuromuscular disorders; chest wall abnormalities; lung diseases
Dementia,Disease,"disorientation, memory loss, difficulty with familiar tasks, confusion",Medium,Alzheimer's disease; vascular dementia; Lewy body dementia; frontotemporal dementia
Hepatobiliary Disorders,Disease,"fatigue, jaundice, dark urine, abdominal pain, nausea, itching",High,viral infections; alcohol abuse; autoimmune disorders; metabolic disorders
Anxiety Disorders,Disorder,"avoidance behaviors, fear, nervousness, panic attacks, cognitive distortions, physical symptoms, excessive worry",Medium,genetic factors; brain chemistry; stress; trauma; medical conditions
Conversion Disorder,Disorder,"seizures, neurological symptoms, functional impairment, paralysis, psychological distress, blindness, sensory loss",Medium,psychological stress; trauma; unconscious conflict; modeling
Sleep-Related Movement Disorders,Disorder,"sleep disruption, insomnia, periodic limb movements, restless legs",Low,genetic factors; iron deficiency; renal failure; pregnancy
Gaucher's Disease,Disease,"easy bruising, fatigue, bone pain, lung problems, neurological symptoms",High,genetic mutation; glucocerebrosidase deficiency; autosomal recessive inheritance
Cardiomyopathy,Disease,"shortness of breath, syncope, fatigue, swelling",Medium,genetic mutations; hypertension; coronary artery disease; infection; toxins
Rotavirus,Virus,"vomiting, fever, loss of appetite, severe diarrhea",Medium,Rotavirus; fecal-oral transmission; contaminated surfaces
Cholera,Bacteria,"vomiting, dehydration, dry mouth, severe diarrhea",High,Vibrio cholerae; contaminated water; poor sanitation; raw shellfish
Gastrointestinal Disorders,Disease,"vomiting, weight changes, abdominal pain, constipation, nausea, bloating, diarrhea",Low,infections; inflammation; motility disorders; malabsorption; tumors
Insomnia,Disorder,"early morning awakening, difficulty falling asleep, difficulty staying asleep, difficulty concentrating, daytime fatigue",Medium,stress; anxiety; depression; caffeine; irregular schedule; medical conditions
Latex Allergy,Disease,"hives, itching, difficulty breathing, runny nose, skin rash, watery eyes, anaphylaxis",Medium,immune response to latex proteins; repeated exposure; cross-reactivity with foods; genetic predisposition
Anxiety Disorders,Disorder,"cognitive distortions, fear, physical symptoms, panic attacks, excessive worry, nervousness, avoidance behaviors",Low,genetic factors; brain chemistry; stress; trauma; medical conditions
Pressure Ulcers,Disease,"skin breakdown, drainage, odor, pain, red skin, infection, swelling",Low,immobility; poor nutrition; moisture; friction; shear forces
Inflammatory Disorders,Disease,"pain, heat, swelling, inflammation, systemic symptoms, redness, loss of function",Medium,immune responses; infections; autoimmune reactions; environmental triggers
Urological Disorders,Disease,"urinary frequency, incontinence, hematuria, dysuria",Medium,infections; stones; obstruction; neurological disorders; prostate problems
Non-24-Hour Sleep-Wake Rhythm Disorder,Disorder,"social impairment, insomnia, work impairment, excessive sleepiness, progressive delay in sleep timing",Medium,blindness; neurological conditions; genetic factors; aging
Ankylosing Spondylitis,Disease,"back pain, fatigue, reduced spinal mobility, uveitis, enthesitis, inflammatory bowel disease, stiffness",Medium,genetic factors; HLA-B27 association; autoimmune response; environmental triggers
Parasomnias,Disorder,"sleep eating, sleep sex, REM sleep behavior disorder, abnormal sleep behaviors, sleepwalking, night terrors",Medium,genetic factors; stress; medications; sleep deprivation; neurological conditions
Huntington's Disease,Disease,"cognitive decline, emotional disturbances, difficulty swallowing, weight loss, uncontrolled movements",High,genetic mutation; HTT gene expansion; autosomal dominant inheritance
Peptic Ulcer Disease,Disease,"nausea, loss of appetite, vomiting, dark stools, bloating, weight loss, abdominal pain",Medium,Helicobacter pylori infection; NSAID use; stress; smoking; alcohol
Communication Disorders,Disorder,"speech difficulties, communication problems, fluency issues, language delays",Medium,genetic factors; neurological conditions; hearing problems; developmental factors
Cushing's Disease,Disease,"buffalo hump, osteoporosis, moon face, weight gain",Medium,pituitary adenoma; ACTH overproduction; corticotroph hyperplasia
Pediculosis,Parasite,"excoriations, itching, nits on hair, lice visible",Low,Pediculus humanus; head-to-head contact; shared combs/brushes; crowded conditions
Trombiculosis,Parasite,"vesicles, papular rash, intense itching, red lesions, secondary infection, regional lymphadenopathy",Medium,Trombicula mites; chigger bites; outdoor activities; seasonal occurrence
Reye's Syndrome,Disease,"seizures, liver dysfunction, vomiting, confusion",High,aspirin use in viral infection; varicella virus; influenza virus; metabolic disorder
Acute Myocardial Infarction,Disease,"shortness of breath, nausea, anxiety, chest pain",High,coronary artery blockage; atherosclerosis; blood clot; coronary spasm
Pediculosis,Parasite,"lice visible, itching, excoriations, nits on hair, secondary infection",Low,Pediculus humanus; head-to-head contact; shared combs/brushes; crowded conditions
Gaucher's Disease,Disease,"fatigue, lung problems, neurological symptoms, easy bruising, anemia, bone pain",Low,genetic mutation; glucocerebrosidase deficiency; autosomal recessive inheritance
Babesiosis,Parasite,"fever, fatigue, hemolytic anemia, chills",High,Babesia parasites; tick bites; blood transfusion; congenital transmission
Polymyalgia Rheumatica,Disease,"hip pain, fatigue, stiffness, shoulder pain, fever",Medium,unknown; autoimmune response; genetic factors; environmental triggers
Wilson's Disease,Disease,"abdominal pain, kidney stones, psychiatric symptoms, fatigue, jaundice, tremor, speech difficulties",High,genetic mutation; copper accumulation; ATP7B gene defect; autosomal recessive inheritance
Ménière's Disease,Disease,"vomiting, tinnitus, vertigo, nausea, ear fullness, hearing loss",Medium,endolymphatic hydrops; genetic factors; viral infection; autoimmune response
Dermatological Disorders,Disease,"texture abnormalities, itching, skin abnormalities, rashes",Low,immune disorders; genetic factors; infections; environmental exposures
Thrombocytopenia,Disease,"easy bruising, enlarged spleen, nosebleeds, prolonged bleeding, fever",Medium,immune thrombocytopenia; drug-induced; infection; bone marrow disorders
Trichinellosis,Parasite,"muscle pain, edema, nausea, fever",Low,Trichinella species; undercooked pork; wild game meat; zoonotic transmission
Jet Lag Disorder,Disorder,"mood changes, fatigue, gastrointestinal problems, insomnia, daytime sleepiness, cognitive impairment",Low,rapid travel across time zones; circadian rhythm disruption; sleep deprivation
Mumps,Virus,"swollen salivary glands, fatigue, headache, muscle pain, fever",Low,Mumps virus; respiratory droplets; close contact
Schistosomiasis,Parasite,"cough, rash, liver enlargement, fever",Medium,Schistosoma species; contact with contaminated water; snail intermediate hosts
Jet Lag Disorder,Disorder,"cognitive impairment, mood changes, insomnia, fatigue, daytime sleepiness",Low,rapid travel across time zones; circadian rhythm disruption; sleep deprivation
HIV/AIDS,Virus,"fever, weight loss, skin rashes, fatigue, night sweats",Low,Human Immunodeficiency Virus; unprotected sex; shared needles; blood transfusion
Strongyloidiasis,Parasite,"diarrhea, abdominal pain, cough, rash",Low,Strongyloides stercoralis; skin penetration; contaminated soil; autoinfection
Post-Traumatic Stress Disorder,Disorder,"sleep problems, avoidance, flashbacks, emotional numbness, nightmares, hypervigilance",High,trauma; abuse; violence; accidents; natural disasters; combat
Hypertension,Disease,"shortness of breath, chest pain, headache, blurred vision, dizziness",Low,genetic factors; obesity; high salt intake; stress; kidney disease; hormonal disorders
Hepatitis B,Virus,"fever, fatigue, vomiting, loss of appetite, nausea, dark urine, abdominal pain",Medium,Hepatitis B virus; blood contact; sexual transmission; mother-to-child
Pulmonary Arterial Hypertension,Disease,"chest pain, palpitations, dizziness, syncope, fatigue, shortness of breath, edema",High,unknown primary; connective tissue diseases; congenital heart disease; liver disease
Renal Disorders,Disease,"edema, hypertension, uremia, hematuria, proteinuria, electrolyte imbalances, fatigue",Medium,diabetes; hypertension; glomerulonephritis; polycystic disease; infections
Enterobiasis,Parasite,"irritability, urinary tract infection, perianal itching, nausea, vulvovaginitis, abdominal pain, restless sleep",Low,Enterobius vermicularis; fecal-oral transmission; hand-to-mouth; autoinfection
Ascariasis,Parasite,"malnutrition, abdominal pain, vomiting, nausea, wheezing",Low,Ascaris lumbricoides; fecal-oral transmission; contaminated food/water; poor hygiene
Relational Problems,Disorder,"trust problems, relationship difficulties, conflict, communication problems, attachment issues, intimacy difficulties",Low,childhood experiences; attachment styles; communication patterns; stress
Geriatric Disorders,Disease,"cognitive decline, polypharmacy effects, frailty, social isolation, multiple comorbidities",Medium,aging processes; cumulative damage; multiple chronic conditions; lifestyle factors
Lyme Disease,Bacteria,"joint pain, muscle pain, fatigue, headache, bull's-eye rash, swollen lymph nodes, fever",Low,Borrelia burgdorferi; deer tick bites; outdoor activities
Fungal Endocarditis,Fungus,"immune suppression, petechiae, weight loss, fever, mycotic aneurysms, embolic events",High,Candida species; Aspergillus species; immune deficiency; prosthetic valves
Paraphilic Disorders,Disorder,"impairment in functioning, legal problems, atypical sexual interests, distress, intense sexual urges",Low,developmental factors; conditioning; neurological factors; psychological factors
Vitiligo,Disease,"white patches on skin, premature graying of hair, increased sun sensitivity, psychological distress, loss of skin color",Low,autoimmune response; genetic factors; oxidative stress; neural factors
Non-Rapid Eye Movement Sleep Arousal Disorders,Disorder,"sleep terrors, confusional arousals, amnesia for event, sleepwalking",Low,genetic factors; stress; sleep deprivation; fever; medications
Enterobiasis,Parasite,"restless sleep, nausea, irritability, perianal itching",Low,Enterobius vermicularis; fecal-oral transmission; hand-to-mouth; autoinfection
Strep Throat,Bacteria,"rash, white patches, fever, difficulty swallowing, red throat, sore throat, swollen lymph nodes",Low,Streptococcus pyogenes; droplet transmission; direct contact
Advanced Sleep Phase Disorder,Disorder,"early wake time, early sleep onset, social impairment, evening sleepiness, morning insomnia",Medium,genetic factors; circadian rhythm abnormalities; aging
Dirofilariasis,Parasite,"cough, eosinophilia, pulmonary nodules, fever, pleural effusion, chest pain, hemoptysis",Medium,Dirofilaria species; mosquito transmission; canine reservoir; zoonotic infection
Lyme Disease,Bacteria,"joint pain, bull's-eye rash, fatigue, muscle pain, swollen lymph nodes, fever",Medium,Borrelia burgdorferi; deer tick bites; outdoor activities
Sarcopenia,Disease,"muscle weakness, fatigue, difficulty walking, metabolic changes, reduced muscle mass",Low,aging; sedentary lifestyle; poor nutrition; chronic diseases; hormonal changes
Influenza,Virus,"body aches, headache, sneezing, sore throat, fatigue, cough, fever",High,Influenza A virus; Influenza B virus; seasonal transmission; airborne droplets
Osteoporosis,Disease,"stooped posture, hip pain, neck pain, back pain, loss of height",Medium,aging; hormonal changes; calcium deficiency; vitamin D deficiency; sedentary lifestyle
Gaucher's Disease,Disease,"fatigue, lung problems, anemia, neurological symptoms, easy bruising, bone pain, enlarged spleen/liver",Medium,genetic mutation; glucocerebrosidase deficiency; autosomal recessive inheritance
Elimination Disorders,Disorder,"social withdrawal, behavioral problems, encopresis, inappropriate elimination, enuresis",Low,developmental factors; stress; medical conditions; toilet training issues
Retinitis Pigmentosa,Disease,"optic disc pallor, night blindness, photophobia, tunnel vision, arteriolar narrowing",High,genetic mutations; retinal pigment epithelium degeneration; various inheritance patterns
Unspecified Insomnia Disorder,Disorder,"diagnostic uncertainty, insomnia symptoms, insufficient information, daytime impairment",Low,unknown; multiple possible factors; awaiting further evaluation
Hypersomnolence Disorder,Disorder,"sleep inertia, cognitive impairment, difficulty awakening, prolonged sleep duration, automatic behaviors, excessive sleepiness",Low,idiopathic; neurological conditions; medications; environmental factors; circadian factors
Babesiosis,Parasite,"hemolytic anemia, headache, chills, sweating, muscle pain, fatigue, fever",Medium,Babesia parasites; tick bites; blood transfusion; congenital transmission
Benign Sleep Myoclonus of Infancy,Disorder,"resolves spontaneously, brief movements, during sleep, infancy, myoclonic jerks",Low,normal developmental phenomenon; immaturity of nervous system
Wilson's Disease,Disease,"abdominal pain, psychiatric symptoms, fatigue, kidney stones, jaundice",Medium,genetic mutation; copper accumulation; ATP7B gene defect; autosomal recessive inheritance
Gastroesophageal Reflux Disease,Disease,"hoarseness, regurgitation, chest pain, chronic cough, heartburn",Medium,lower esophageal sphincter weakness; hiatal hernia; obesity; pregnancy; smoking
Hospital-Acquired Pneumonia,Disease,"confusion, shortness of breath, sepsis, low oxygen levels, cough, fever",Medium,multidrug-resistant bacteria; ventilator use; prolonged hospitalization; immune suppression
Rapid Eye Movement Sleep Behavior Disorder,Disorder,"movements during REM sleep, injury to self or bed partner, vocalizations, daytime sleepiness, dream enactment, cognitive impairment",Medium,synucleinopathies; Parkinson's disease; multiple system atrophy; medications
Trichomoniasis,Parasite,"vaginal discharge, pain during intercourse, pain during urination, frequent urination, itching, abdominal pain",Low,Trichomonas vaginalis; sexual transmission; asymptomatic carriers
Circadian Rhythm Sleep-Wake Disorders,Disorder,"excessive sleepiness, shift work sleep disorder, insomnia, misaligned sleep timing",Low,travel across time zones; shift work; genetic factors; blindness; neurological conditions
Acne,Disease,"blackheads, pimples, oily skin, whiteheads, inflammation",Low,hormonal changes; excess sebum; clogged pores; bacterial infection
Syphilis,Bacteria,"joint pain, chancre sore, fatigue, fever, rash, swollen lymph nodes",Low,Treponema pallidum; sexual contact; congenital transmission
Periodic Limb Movement Disorder,Disorder,"limb movements during sleep, sleep fragmentation, arousals, cognitive impairment",Medium,unknown; neurological conditions; medications; sleep disorders
Heart Failure,Disease,"persistent cough, shortness of breath, fatigue, swelling",Medium,coronary artery disease; hypertension; cardiomyopathy; valve disease; arrhythmia
Pediculosis,Parasite,"nits on hair, secondary infection, lice visible, regional lymphadenopathy, itching, excoriations",Low,Pediculus humanus; head-to-head contact; shared combs/brushes; crowded conditions
Gout,Disease,"severe joint pain, tenderness, fever, swelling, redness",Medium,high uric acid levels; diet; genetics; medications; obesity
Cysticercosis,Parasite,"increased intracranial pressure, cognitive impairment, hydrocephalus, focal neurological deficits, seizures, headache",High,Taenia solium; fecal-oral transmission; undercooked pork; autoinfection
Cardiomyopathy,Disease,"swelling, chest pain, shortness of breath, fatigue",High,genetic mutations; hypertension; coronary artery disease; infection; toxins
Eczema,Disease,"thickened skin, cracking, red patches, dry skin, itchy skin",Low,genetic factors; immune system dysfunction; environmental triggers; stress
Celiac Disease,Disease,"abdominal pain, anemia, bone problems, bloating, diarrhea, dermatitis herpetiformis",Low,immune response to gluten; genetic factors; environmental triggers; intestinal permeability
Otolaryngological Disorders,Disease,"nasal symptoms, hearing problems, balance issues, ear pain",Medium,infections; trauma; congenital abnormalities; aging processes
Bronchopulmonary Dysplasia,Disease,"wheezing, poor weight gain, rapid breathing, developmental delays, chronic cough, oxygen dependence",High,premature birth; mechanical ventilation; oxygen toxicity; lung immaturity
Hepatobiliary Disorders,Disease,"nausea, fatigue, itching, abdominal pain, jaundice",Medium,viral infections; alcohol abuse; autoimmune disorders; metabolic disorders
Cataracts,Disease,"frequent prescription changes, glare sensitivity, cloudy vision, blurred vision",Low,aging; UV exposure; diabetes; smoking; steroid use; eye injury
Cellulitis,Bacteria,"red skin, fever, pain, warmth, chills, red streaks, swelling",Low,Staphylococcus aureus; Streptococcus species; skin breaks; insect bites
Endometriosis,Disease,"fatigue, pelvic pain, pain during intercourse, painful periods, bowel problems",Medium,retrograde menstruation; immune system dysfunction; hormonal factors; genetic factors
Sarcoidosis,Disease,"pulmonary involvement, fatigue, enlarged lymph nodes, fever, weight loss, joint pain",High,unknown; immune system dysfunction; genetic factors; environmental triggers
Cheyletiellosis,Parasite,"secondary infection, pruritic dermatitis, excoriations, scaling, erythema",Low,Cheyletiella mites; contact with infested animals; walking dandruff; zoonotic transmission
Opisthorchiasis,Parasite,"cholangiocarcinoma, fatigue, liver enlargement, fever, abdominal pain, nausea, diarrhea",Low,Opisthorchis viverrini; undercooked fish; contaminated water; poor sanitation
Latex Allergy,Disease,"itching, hives, watery eyes, difficulty breathing, skin rash",High,immune response to latex proteins; repeated exposure; cross-reactivity with foods; genetic predisposition
Lead Poisoning,Disease,"constipation, abdominal pain, anemia, fatigue, headache",Medium,lead exposure; old paint; contaminated water; industrial exposure; lead-based products
Toxocariasis,Parasite,"abdominal pain, fever, pulmonary infiltrates, cough, rash",Low,Toxocara species; ingestion of eggs; contaminated soil; pica
Spinocerebellar Ataxia,Disease,"tremor, vision problems, coordination difficulties, cognitive decline, muscle weakness, speech problems, balance problems",Medium,genetic mutations; various gene expansions; autosomal dominant inheritance
Autosomal Dominant Polycystic Kidney Disease,Disease,"hypertension, flank pain, kidney enlargement, hematuria, brain aneurysms, liver cysts, cardiac valve problems",Medium,genetic mutations; PKD1 or PKD2 gene defects; autosomal dominant inheritance
Insomnia Disorder,Disorder,"fatigue, cognitive problems, difficulty falling asleep, daytime impairment, difficulty maintaining sleep, early morning awakening",Low,stress; anxiety; depression; medical conditions; medications; poor sleep hygiene
Hodgkin's Lymphoma,Disease,"night sweats, fatigue, fever, weight loss, enlarged lymph nodes",Medium,Reed-Sternberg cells; EBV association; genetic factors; immune suppression
Viral Hepatitis,Virus,"fatigue, abdominal pain, dark urine, jaundice, nausea",High,Hepatitis viruses; blood contact; sexual transmission; contaminated food/water
Measles,Virus,"fever, cough, white spots in mouth, runny nose, rash, red eyes",High,Measles virus; airborne droplets; unvaccinated populations
Gnathostomiasis,Parasite,"eosinophilia, fever, abdominal pain, rash",Medium,Gnathostoma species; undercooked fish/frogs; contaminated water; zoonotic transmission
Croup,Virus,"restlessness, fever, difficulty breathing, hoarse voice, stridor, barking cough",Low,parainfluenza virus; respiratory syncytial virus; influenza virus
Cholecystitis,Disease,"fever, right upper abdominal pain, nausea, vomiting",High,gallstones; gallbladder obstruction; infection; ischemia
Respiratory Disorders,Disease,"cough, breathing difficulties, shortness of breath, wheezing, chest pain, hypoxia",Low,infections; allergies; obstruction; genetic factors; environmental exposures
Paraphilic Disorders,Disorder,"distress, harm to others, legal problems, intense sexual urges, atypical sexual interests",Low,developmental factors; conditioning; neurological factors; psychological factors
Sudden Infant Death Syndrome,Disease,"autopsy findings, no prior symptoms, unexpected death, sleep-related",High,unknown; brain abnormalities; respiratory issues; overheating; prone sleeping
Gout,Disease,"swelling, severe joint pain, fever, tenderness, redness, limited range of motion",Medium,high uric acid levels; diet; genetics; medications; obesity
Gynecological Disorders,Disease,"pelvic pain, dyspareunia, dysmenorrhea, discharge, abnormal bleeding",Low,infections; hormonal imbalances; structural abnormalities; neoplasms
Migraine,Disease,"neck stiffness, nausea, vomiting, fatigue, sensitivity to light, severe headache, aura",Low,genetic factors; hormonal changes; stress; certain foods; environmental triggers
Shift Work Sleep Disorder,Disorder,"excessive sleepiness, fatigue, insomnia, cardiovascular problems, gastrointestinal problems, mood disturbances",Low,shift work; circadian rhythm disruption; inadequate sleep opportunity
Arrhythmogenic Right Ventricular Cardiomyopathy,Disease,"syncope, sudden cardiac death, edema, palpitations, ventricular arrhythmias, fatigue",Medium,genetic mutations; desmosome protein defects; autosomal dominant inheritance
Retinitis Pigmentosa,Disease,"bone spicules, night blindness, photophobia, tunnel vision",Medium,genetic mutations; retinal pigment epithelium degeneration; various inheritance patterns
Alcohol Poisoning,Disease,"irregular heartbeat, seizures, confusion, hypothermia, vomiting, slow breathing, unconsciousness",High,excessive alcohol consumption; binge drinking; alcohol intolerance; mixing substances
Opisthorchiasis,Parasite,"abdominal pain, fever, liver enlargement, diarrhea, cholangiocarcinoma, nausea, fatigue",Medium,Opisthorchis viverrini; undercooked fish; contaminated water; poor sanitation
Tetanus,Bacteria,"sweating, muscle stiffness, difficulty swallowing, lockjaw",High,Clostridium tetani; wound contamination; rusty nails; deep cuts
Impulse Control Disorders,Disorder,"impulsive behaviors, regret afterward, loss of control, pleasure during act, tension before acting, urges",Low,genetic factors; brain chemistry; stress; trauma; substance use
Nightmare Disorder,Disorder,"fatigue, frequent nightmares, mood disturbances, arousal from sleep, distressing dreams, sleep avoidance, daytime distress",Medium,stress; trauma; medications; substance withdrawal; medical conditions
Hymenolepiasis,Parasite,"nausea, anorexia, abdominal pain, diarrhea, dizziness, allergic reactions, headache",Low,Hymenolepis nana; fecal-oral transmission; contaminated food/water; poor hygiene
Gastrointestinal Disorders,Disease,"constipation, vomiting, abdominal pain, weight changes, nausea",Low,infections; inflammation; motility disorders; malabsorption; tumors
Renal Cell Carcinoma,Disease,"blood in urine, hypertension, weight loss, flank pain, varicocele",High,renal tubular cell malignancy; smoking; obesity; genetic syndromes
Non-Hodgkin's Lymphoma,Disease,"fatigue, weight loss, fever, enlarged lymph nodes, night sweats, itching, abdominal pain",High,B-cell or T-cell malignancy; genetic factors; immune suppression; viral infections
Single Gene Disorders,Disease,"organ-specific manifestations, neurological symptoms, developmental abnormalities, structural defects, variable symptoms",High,single gene mutations; autosomal dominant/recessive; X-linked inheritance
Insomnia Disorder,Disorder,"difficulty maintaining sleep, non-restorative sleep, early morning awakening, daytime impairment, difficulty falling asleep, cognitive problems",Low,stress; anxiety; depression; medical conditions; medications; poor sleep hygiene
Bipolar Disorder,Disorder,"depressed mood, decreased need for sleep, elevated mood, mood swings",Medium,genetic factors; brain chemistry; stress; trauma; substance abuse
Teratogenic Disorders,Disease,"growth retardation, organ malformations, developmental defects, congenital abnormalities",Medium,prenatal exposures; teratogenic agents; maternal factors; environmental toxins
Meningitis,Bacteria,"nausea, severe headache, sensitivity to light, fever, stiff neck, seizures, vomiting",High,Neisseria meningitidis; Streptococcus pneumoniae; Haemophilus influenzae; viral infection
Lyme Disease,Bacteria,"swollen lymph nodes, joint pain, bull's-eye rash, fatigue, headache, muscle pain, fever",Medium,Borrelia burgdorferi; deer tick bites; outdoor activities
Glioblastoma,Disease,"cognitive changes, vision changes, headache, motor deficits, seizures, vomiting",High,glial cell malignancy; genetic mutations; radiation exposure; unknown factors
Sudden Infant Death Syndrome,Disease,"sleep-related, unexpected death, no prior symptoms",High,unknown; brain abnormalities; respiratory issues; overheating; prone sleeping
Grief Reactions,Disorder,"guilt, yearning, emotional pain, sadness",Low,loss of loved one; significant life changes; traumatic events
Nightmare Disorder,Disorder,"fatigue, sleep avoidance, arousal from sleep, distressing dreams, frequent nightmares",Medium,stress; trauma; medications; substance withdrawal; medical conditions
Alcohol Poisoning,Disease,"hypothermia, confusion, unconsciousness, vomiting, irregular heartbeat, seizures",High,excessive alcohol consumption; binge drinking; alcohol intolerance; mixing substances
Lyme Disease,Bacteria,"fever, muscle pain, fatigue, joint pain, headache, bull's-eye rash",Low,Borrelia burgdorferi; deer tick bites; outdoor activities
Pertussis,Bacteria,"runny nose, whooping sound, vomiting after coughing, severe coughing fits, fatigue, fever",High,Bordetella pertussis; respiratory droplets; close contact
Illness Anxiety Disorder,Disorder,"somatic symptoms, illness preoccupation, health anxiety, functional impairment",Medium,genetic factors; learned behavior; stress; medical experiences
Schizophrenia,Disorder,"poor hygiene, disorganized thinking, hallucinations, delusions",High,genetic factors; brain chemistry; prenatal exposure; stress; substance abuse
Hypersomnolence Disorder,Disorder,"excessive sleepiness, difficulty awakening, sleep inertia, prolonged sleep duration, automatic behaviors, cognitive impairment",Low,idiopathic; neurological conditions; medications; environmental factors; circadian factors
Schizophrenia,Disorder,"hallucinations, disorganized thinking, social withdrawal, delusions, poor hygiene",High,genetic factors; brain chemistry; prenatal exposure; stress; substance abuse
Thelaziasis,Parasite,"conjunctivitis, eye irritation, lacrimation, foreign body sensation",Low,Thelazia species; face fly transmission; ocular infection; animal reservoir
Macular Degeneration,Disease,"dark spots, distorted vision, blurred central vision, color perception changes",Medium,aging; genetic factors; smoking; obesity; cardiovascular disease
Norovirus,Virus,"stomach pain, nausea, diarrhea, headache, vomiting",Medium,Norovirus; contaminated food/water; close contact; fecal-oral route
Rubella,Virus,"fever, runny nose, swollen lymph nodes, rash, headache",Medium,Rubella virus; respiratory droplets; congenital transmission
Unspecified Insomnia Disorder,Disorder,"sleep disturbance, insomnia symptoms, symptoms present, daytime impairment, diagnostic uncertainty, insufficient information",Low,unknown; multiple possible factors; awaiting further evaluation
Gastrointestinal Disorders,Disease,"constipation, vomiting, nausea, diarrhea, bloating, abdominal pain",High,infections; inflammation; motility disorders; malabsorption; tumors
Psychological Factors Affecting Medical Condition,Disorder,"interpersonal issues, behavioral problems, excessive symptoms, worsening of medical condition, non-adherence, emotional distress",Low,stress; depression; anxiety; coping difficulties; relationship problems
Amyloidosis,Disease,"edema, organ dysfunction, shortness of breath, purpura, neuropathy, fatigue, weight loss",High,abnormal protein folding; chronic inflammation; genetic mutations; plasma cell disorders
Sleep-Related Leg Cramps,Disorder,"painful leg cramps, muscle tightness, during sleep, arousal from sleep, sudden onset",Low,unknown; dehydration; electrolyte imbalances; neurological conditions; medications
Trichomoniasis,Parasite,"pain during intercourse, vaginal discharge, itching, pain during urination",Medium,Trichomonas vaginalis; sexual transmission; asymptomatic carriers
Vitamin B12 Deficiency,Disease,"depression, fatigue, tingling in hands/feet, weakness",Medium,inadequate dietary intake; pernicious anemia; malabsorption; vegan diet; aging
Otolaryngological Disorders,Disease,"hearing problems, nasal symptoms, ear pain, balance issues, speech problems, tinnitus",Medium,infections; trauma; congenital abnormalities; aging processes
Trombiculosis,Parasite,"intense itching, red lesions, papular rash, regional lymphadenopathy, secondary infection",Low,Trombicula mites; chigger bites; outdoor activities; seasonal occurrence
Circadian Rhythm Sleep Disorders,Disorder,"jet lag, sleep timing problems, insomnia, delayed sleep phase, advanced sleep phase, excessive sleepiness, shift work problems",Low,disruption of circadian rhythm; travel; shift work; genetic factors
Lyme Disease,Bacteria,"fever, bull's-eye rash, headache, fatigue",Low,Borrelia burgdorferi; deer tick bites; outdoor activities
Gaucher's Disease,Disease,"bone pain, fatigue, easy bruising, anemia, neurological symptoms",Medium,genetic mutation; glucocerebrosidase deficiency; autosomal recessive inheritance
Personality Disorders,Disorder,"rigid personality traits, maladaptive coping, interpersonal difficulties, relationship instability",Low,childhood experiences; genetic factors; environmental influences; attachment issues
Sleep Disorders,Disorder,"cognitive impairment, excessive sleepiness, abnormal sleep patterns, insomnia",Low,circadian rhythm disorders; medical conditions; medications; lifestyle factors
Benign Prostatic Hyperplasia,Disease,"straining to urinate, incomplete emptying, nocturia, frequent urination, weak urine stream",Medium,aging; hormonal changes; family history; obesity; sedentary lifestyle
Illness Anxiety Disorder,Disorder,"avoidance of medical care, illness preoccupation, health anxiety, reassurance seeking, somatic symptoms",Medium,genetic factors; learned behavior; stress; medical experiences
Gout,Disease,"severe joint pain, limited range of motion, redness, warmth, swelling",Medium,high uric acid levels; diet; genetics; medications; obesity
Sarcopenia,Disease,"reduced muscle mass, metabolic changes, difficulty walking, fatigue, muscle weakness, falls",Medium,aging; sedentary lifestyle; poor nutrition; chronic diseases; hormonal changes
