Disease Name,Category,Symptoms,Severity,Causes
Migraine,Disease,rotator cuff tear; echinococcus; sensitivity to light; sensitivity to sound; nausea; aura; severe headache,Medium,Genetic factors; Hormonal changes; Stress; Certain foods; Sleep changes; Environmental factors
HIV/AIDS,Virus,persistent cough; night sweats; weight loss; fever; swollen lymph nodes; brain abscess; fatigue,High,HIV virus infection; Unprotected sex; Shared needles; Mother-to-child transmission
Influenza,Virus,sore throat; cough; lymphedema; meningitis; body aches; fatigue; headache,Medium,Influenza virus infection; Seasonal transmission; Airborne droplets
Syphilis,Bacteria,hair loss; shock; rash; dermatitis; joint pain; fever; fatigue,High,Treponema pallidum; Sexual transmission; Congenital transmission
Depression,Disease,fatigue; difficulty concentrating; sleep changes; loss of interest; appetite changes; opisthorchiasis; cirrhosis,Medium,Genetic factors; Brain chemistry; Stress; Trauma; Medical conditions; Substance abuse
Fibromyalgia,Disorder,cognitive difficulties; headaches; irritable bowel syndrome; widespread pain; sleep disturbances; bundle branch block; fatigue,Medium,Genetic factors; Infections; Physical trauma; Stress; Abnormal pain processing; Hormonal changes
Bipolar Disorder,Disorder,mood swings; mania; sleep disturbances; impulsivity; irritability; atelectasis; depression; bronchitis,High,Genetic factors; Brain chemistry; Stress; Trauma; Substance abuse; Medical conditions
Ebola,Virus,vomiting; weakness; diarrhea; severe headache; hemorrhage; fever; rhabdomyolysis; muscle pain; varicose veins,High,Ebola virus; Contact with infected body fluids; Animal transmission
COVID-19,Virus,fatigue; loss of taste/smell; body aches; cough; fever; shortness of breath,High,SARS-CoV-2 virus; Respiratory transmission; Close contact
Syphilis,Bacteria,fever; WPW syndrome; neurological symptoms; rash; fatigue; chancre sore; hair loss,High,Treponema pallidum; Sexual transmission; Congenital transmission
Chronic Fatigue Syndrome,Disorder,pain; thysanosoma; severe fatigue; cognitive issues; sore throat; sleep problems; post-exertional malaise,Medium,Viral infections; Immune system issues; Hormonal imbalances; Stress; Genetic factors
Common Cold,Virus,mild fever; fatigue; runny nose; cough; sneezing; sore throat,Low,Rhinovirus infection; Multiple viral strains; Airborne or contact transmission
Chlamydia,Bacteria,sore throat; testicular pain; pelvic pain; rectal pain; tremors; migraine; abnormal discharge,Medium,Chlamydia trachomatis; Sexual transmission; Mother-to-child during birth
Gonorrhea,Bacteria,painful urination; sore throat; hematemesis; encephalopathy; testicular pain; pelvic pain; rectal pain; abnormal discharge,Medium,Neisseria gonorrhoeae; Sexual transmission; Mother-to-child during birth
Rotavirus,Virus,thyroid problems; vomiting; fever; dehydration; abdominal pain; oncicola; severe diarrhea,High,Rotavirus infection; Fecal-oral transmission; Contaminated surfaces
Sleep Apnea,Disorder,loud snoring; difficulty concentrating; chills; dry mouth; irritability; morning headaches,Medium,Obesity; Neck anatomy; Age; Family history; Smoking; Alcohol use
Chlamydia,Bacteria,pelvic pain; congenital heart disease; abnormal discharge; sore throat; testicular pain; rectal pain,Medium,Chlamydia trachomatis; Sexual transmission; Mother-to-child during birth
Multiple Sclerosis,Disease,bladder problems; fatigue; SIADH; vision problems; dizziness; numbness; weakness; heart block,High,Autoimmune disorder; Genetic factors; Environmental factors; Vitamin D deficiency; Smoking
Diabetes Type 2,Disease,increased thirst; smell changes; irregular heartbeat; blurred vision; frequent urination; increased hunger; frequent infections; fatigue; slow-healing sores,Medium,Insulin resistance; Genetic factors; Obesity; Sedentary lifestyle; Poor diet
Sickle Cell Anemia,Disorder,delayed growth; shortness of breath; fatigue; cystitis; jaundice; restrictive cardiomyopathy; bundle branch block,High,Genetic mutation; Inherited from both parents; African ancestry; Mediterranean ancestry
Obsessive-Compulsive Disorder,Disorder,interference with daily life; elephantiasis; time-consuming rituals; distress; anxiety; compulsions; obsessions,Medium,Genetic factors; Brain chemistry; Learning experiences; Stress; Trauma; Infections
Eating Disorders,Disorder,body image distortion; obsession with food; binge eating; fear of gaining weight; avascular necrosis; purging; hemophilia; restrictive eating,High,Genetic factors; Psychological factors; Cultural pressures; Trauma; Low self-esteem; Perfectionism
Depression,Disease,appetite changes; sleep changes; fatigue; loss of interest; persistent sadness; COPD; difficulty concentrating,Medium,Genetic factors; Brain chemistry; Stress; Trauma; Medical conditions; Substance abuse
Fibromyalgia,Disorder,sleep disturbances; irritable bowel syndrome; fatigue; headaches; cognitive difficulties; widespread pain; seizures,Medium,Genetic factors; Infections; Physical trauma; Stress; Abnormal pain processing; Hormonal changes
Migraine,Disease,sensitivity to sound; Achilles tendon rupture; sensitivity to light; painful urination; vomiting; nausea; severe headache,Medium,Genetic factors; Hormonal changes; Stress; Certain foods; Sleep changes; Environmental factors
Rubella,Virus,runny nose; fever; amenorrhea; swollen lymph nodes; rash; swelling in legs; headache,Medium,Rubella virus; Airborne transmission; Congenital transmission
Anxiety Disorder,Disease,difficulty concentrating; irritability; avascular necrosis; restlessness; fatigue; muscle tension; excessive worry,Medium,Genetic factors; Brain chemistry; Stress; Trauma; Medical conditions; Substance abuse
Migraine,Disease,sensitivity to light; vomiting; aura; stilesia; nausea; severe headache; sensitivity to sound,Medium,Genetic factors; Hormonal changes; Stress; Certain foods; Sleep changes; Environmental factors
Chlamydia,Bacteria,pelvic pain; sore throat; abnormal discharge; painful urination; arthritis; testicular pain; rectal pain; cryptosporidiosis; osteoporosis,Medium,Chlamydia trachomatis; Sexual transmission; Mother-to-child during birth
Bipolar Disorder,Disorder,autoimmune diseases; mood swings; depression; impulsivity; sleep disturbances; irritability; mania,High,Genetic factors; Brain chemistry; Stress; Trauma; Substance abuse; Medical conditions
Autism Spectrum Disorder,Disorder,delayed language development; menorrhagia; social communication difficulties; sensory sensitivities; repetitive behaviors; oncicola,Medium,Genetic factors; Environmental factors; Prenatal exposure; Complications during pregnancy; Advanced parental age
Epilepsy,Disease,PCL tear; seizures; hyperglycemia; convulsions; schistosomiasis; confusion; headache; fatigue; loss of consciousness,High,Genetic factors; Brain injury; Infections; Stroke; Brain tumors; Developmental disorders
Migraine,Disease,sensitivity to sound; nausea; vomiting; coughing up blood; aura; sensitivity to light,Medium,Genetic factors; Hormonal changes; Stress; Certain foods; Sleep changes; Environmental factors
Leprosy,Bacteria,muscle weakness; electrolyte imbalances; enlarged nerves; chronic nasal congestion; skin lesions; numbness; eye problems,Medium,Mycobacterium leprae; Prolonged close contact; Armadillo transmission
Chronic Obstructive Pulmonary Disease,Disease,autoimmune diseases; wheezing; frequent respiratory infections; pleurisy; chronic cough; chest tightness; pneumothorax,High,Smoking; Air pollution; Genetic factors; Occupational exposure; Respiratory infections
Post-Traumatic Stress Disorder,Disorder,hypervigilance; emotional numbness; avoidance; flashbacks; granulosus; irritability,High,Traumatic events; Severe stress; Genetic factors; Brain chemistry changes; Lack of social support
Anthrax,Bacteria,acromegaly; vomiting; chest pain; skin ulcers; fever; shortness of breath; bursitis; fatigue; nausea,High,Bacillus anthracis; Contact with infected animals; Biological weapon
Dyslexia,Disorder,poor comprehension; phonological awareness issues; letter reversal; spelling problems; reading difficulties; slow reading speed; neck pain,Low,Genetic factors; Brain structure differences; Prenatal exposure; Early childhood experiences
Alzheimer's Disease,Disease,difficulty with problem-solving; metagonimiasis; difficulty with familiar tasks; disorientation; confusion; memory loss,High,Genetic factors; Age; Family history; Cardiovascular disease; Head trauma; Lifestyle factors
Autism Spectrum Disorder,Disorder,tooth pain; irritability; sensory sensitivities; delayed language development; pulmonary embolism; repetitive behaviors; social communication difficulties,Medium,Genetic factors; Environmental factors; Prenatal exposure; Complications during pregnancy; Advanced parental age
Migraine,Disease,constipation; severe headache; coughing up blood; nausea; vomiting; aura; sensitivity to light,Medium,Genetic factors; Hormonal changes; Stress; Certain foods; Sleep changes; Environmental factors
Attention Deficit Hyperactivity Disorder,Disorder,difficulty following instructions; impulsivity; forgetfulness; dilated cardiomyopathy; atelectasis; disorganization,Medium,Genetic factors; Brain structure differences; Environmental factors; Prenatal exposure to toxins; Low birth weight
Sleep Apnea,Disorder,dry mouth; hemophilia; morning headaches; loud snoring; difficulty concentrating; irritability; daytime sleepiness,Medium,Obesity; Neck anatomy; Age; Family history; Smoking; Alcohol use
Chronic Fatigue Syndrome,Disorder,post-exertional malaise; pain; sleep problems; loss of appetite; severe fatigue; guillain-barre syndrome; sore throat,Medium,Viral infections; Immune system issues; Hormonal imbalances; Stress; Genetic factors
Restless Legs Syndrome,Disorder,difficulty concentrating; ulcer; tooth pain; worse at night; daytime fatigue; urge to move legs; uncomfortable sensations,Low,Genetic factors; Iron deficiency; Pregnancy; Chronic diseases; Medications; Caffeine
Common Cold,Virus,anemia; mild fever; difficulty concentrating; sneezing; runny nose; varicose veins; fatigue; sore throat,Low,Rhinovirus infection; Multiple viral strains; Airborne or contact transmission
Migraine,Disease,shin splints; vomiting; aura; osteoporosis; sensitivity to sound; sensitivity to light; nausea,Medium,Genetic factors; Hormonal changes; Stress; Certain foods; Sleep changes; Environmental factors
Tuberculosis,Bacteria,weight loss; erectile dysfunction; fever; coughing blood; strongyloidiasis; chest pain; fatigue,High,Mycobacterium tuberculosis; Airborne transmission; Close contact with infected person
Parkinson's Disease,Disease,stiffness; speech changes; weight loss; hymenolepis; tremor; bradykinesia; postural instability,High,Genetic factors; Age; Environmental toxins; Head trauma; Vascular disease
Coronary Artery Disease,Disease,insomnia; shortness of breath; nausea; dizziness; chest pain,High,Atherosclerosis; High cholesterol; Hypertension; Smoking; Diabetes; Family history
Mumps,Virus,loss of appetite; swollen salivary glands; fever; muscle pain; headache; acromegaly,Medium,Mumps virus; Airborne transmission; Saliva contact
Zika Virus,Virus,von willebrand disease; rash; headache; joint pain; muscle pain; fever,Medium,Zika virus; Mosquito transmission; Sexual transmission
Dyscalculia,Disorder,difficulty understanding math concepts; thrombocytosis; number sense problems; math difficulties; poor spatial reasoning; painful urination; calculation errors,Low,Genetic factors; Brain structure differences; Prenatal exposure; Learning experiences; Neurological factors
Tuberculosis,Bacteria,heart palpitations; chest pain; coughing blood; night sweats; cystitis; parkinsonism; weight loss; fever; fatigue; persistent cough,High,Mycobacterium tuberculosis; Airborne transmission; Close contact with infected person
Ebola,Virus,hemorrhage; constipation; fever; vomiting; diarrhea; severe headache; muscle pain; weakness,High,Ebola virus; Contact with infected body fluids; Animal transmission
Osteoarthritis,Disease,joint swelling; reduced range of motion; joint stiffness; schistosomiasis; joint pain; muscle weakness,Medium,Age; Joint injury; Obesity; Genetic factors; Repetitive joint use
Mumps,Virus,muscle pain; headache; fatigue; swollen salivary glands; loss of appetite; fever,Medium,Mumps virus; Airborne transmission; Saliva contact
Tetanus,Bacteria,trypanosomiasis; COPD; sweating; lockjaw; muscle stiffness; difficulty swallowing; muscle spasms; cysticercosis,High,Clostridium tetani; Wound contamination; Soil exposure; Rust exposure
Norovirus,Virus,nausea; fever; stomach cramps; AVM; vomiting; diarrhea; hemorrhoids; headache; hydrocephalus,Medium,Norovirus infection; Contaminated food/water; Person-to-person contact
Tourette Syndrome,Disorder,vocal tics; motor tics; attention difficulties; hydrocephalus; involuntary movements; obsessive behaviors; skrjabinia; involuntary sounds; spinal cord injury,Medium,Genetic factors; Brain chemistry; Environmental factors; Complications during pregnancy; Infections
Tourette Syndrome,Disorder,obsessive behaviors; involuntary sounds; macracanthorhynchus; vocal tics; involuntary movements; attention difficulties; motor tics,Medium,Genetic factors; Brain chemistry; Environmental factors; Complications during pregnancy; Infections
Common Cold,Virus,cough; runny nose; sneezing; nephrotic syndrome; mild fever; pericarditis; fatigue; sore throat; stilesia,Low,Rhinovirus infection; Multiple viral strains; Airborne or contact transmission
Norovirus,Virus,stomach cramps; nausea; headache; diarrhea; fever; vomiting; restrictive cardiomyopathy,Medium,Norovirus infection; Contaminated food/water; Person-to-person contact
Diabetes Type 1,Disease,increased thirst; slow-healing sores; frequent urination; fatigue; extreme hunger; frequent infections,High,Autoimmune destruction of insulin-producing cells; Genetic predisposition; Environmental triggers
Hepatitis C,Virus,joint pain; trichuriasis; fatigue; nausea; jaundice; abdominal pain; oncicola; loss of appetite,Medium,Hepatitis C virus; Blood contact; Shared needles; Healthcare exposure
Chronic Obstructive Pulmonary Disease,Disease,frequent respiratory infections; chronic cough; meningitis; fatigue; shortness of breath; chest tightness; wheezing,High,Smoking; Air pollution; Genetic factors; Occupational exposure; Respiratory infections
Anxiety Disorder,Disease,irritability; sleepiness; excessive worry; difficulty concentrating; pituitary disorders; restlessness; fatigue; muscle tension,Medium,Genetic factors; Brain chemistry; Stress; Trauma; Medical conditions; Substance abuse
Salmonella,Bacteria,dementia; fever; diarrhea; abdominal cramps; nausea; vomiting,Medium,Salmonella bacteria; Contaminated food; Undercooked poultry/eggs; Poor food handling
Tetanus,Bacteria,difficulty swallowing; fever; lockjaw; muscle spasms; hematemesis; sweating; citotaenia; muscle stiffness,High,Clostridium tetani; Wound contamination; Soil exposure; Rust exposure
Rubella,Virus,runny nose; myasthenia gravis; joint pain; swollen lymph nodes; respiratory alkalosis; rash; headache,Medium,Rubella virus; Airborne transmission; Congenital transmission
Influenza,Virus,body aches; fever; headache; loss of appetite; sore throat; cough; acid-base disorders,Medium,Influenza virus infection; Seasonal transmission; Airborne droplets
Rotavirus,Virus,dehydration; strains; fever; severe diarrhea; abdominal pain; vomiting,High,Rotavirus infection; Fecal-oral transmission; Contaminated surfaces
Diabetes Type 2,Disease,strains; frequent infections; increased hunger; increased thirst; slow-healing sores; blurred vision; fatigue; frequent urination; citotaenia,Medium,Insulin resistance; Genetic factors; Obesity; Sedentary lifestyle; Poor diet
Obsessive-Compulsive Disorder,Disorder,rectal bleeding; anxiety; obsessions; giardiasis; compulsions; tendinitis; time-consuming rituals,Medium,Genetic factors; Brain chemistry; Learning experiences; Stress; Trauma; Infections
Sleep Apnea,Disorder,bronchitis; difficulty concentrating; dizziness; loud snoring; shin splints; dry mouth; morning headaches; irritability,Medium,Obesity; Neck anatomy; Age; Family history; Smoking; Alcohol use
Osteoarthritis,Disease,joint swelling; chronic renal failure; reduced range of motion; chest pain; malaria; muscle weakness; joint stiffness; joint pain; crepitus,Medium,Age; Joint injury; Obesity; Genetic factors; Repetitive joint use
Measles,Virus,runny nose; rash; cough; red eyes; fever; white spots in mouth; vision changes,High,Measles virus; Airborne transmission; Unvaccinated exposure
Strep Throat,Bacteria,fever; gallstones; sparganosis; sore throat; white patches on tonsils; rash; swollen lymph nodes,Medium,Streptococcus bacteria; Direct contact; Airborne droplets
Chickenpox,Virus,fever; fatigue; lymphedema; loss of appetite; rash; blisters,Medium,Varicella-zoster virus; Airborne transmission; Direct contact
Common Cold,Virus,stilesia; von willebrand disease; sneezing; mild fever; fatigue; sore throat,Low,Rhinovirus infection; Multiple viral strains; Airborne or contact transmission
Salmonella,Bacteria,vomiting; fever; diarrhea; toxoplasmosis; abdominal cramps; headache,Medium,Salmonella bacteria; Contaminated food; Undercooked poultry/eggs; Poor food handling
Parkinson's Disease,Disease,speech changes; tremor; necrosis; postural instability; difficulty walking; tendon rupture; bradykinesia; stiffness,High,Genetic factors; Age; Environmental toxins; Head trauma; Vascular disease
Diabetes Type 2,Disease,frequent infections; slow-healing sores; electrolyte imbalances; increased thirst; fatigue; frequent urination; increased hunger; blurred vision,Medium,Insulin resistance; Genetic factors; Obesity; Sedentary lifestyle; Poor diet
Autism Spectrum Disorder,Disorder,sensory sensitivities; bruising easily; social communication difficulties; delayed language development; restricted interests; choanotaenia; jaundice,Medium,Genetic factors; Environmental factors; Prenatal exposure; Complications during pregnancy; Advanced parental age
Alzheimer's Disease,Disease,confusion; disorientation; memory loss; difficulty with problem-solving; difficulty with familiar tasks; AVM; venous insufficiency,High,Genetic factors; Age; Family history; Cardiovascular disease; Head trauma; Lifestyle factors
Irritable Bowel Syndrome,Disorder,purpura; diarrhea; gas; bloating; constipation; abdominal pain,Medium,Gut-brain axis dysfunction; Infections; Food intolerances; Stress; Genetic factors; Gut microbiota changes
Coronary Artery Disease,Disease,pancreatitis; chest pain; sweating; dizziness; nausea; fatigue; shortness of breath,High,Atherosclerosis; High cholesterol; Hypertension; Smoking; Diabetes; Family history
Gonorrhea,Bacteria,andrya; testicular pain; sore throat; dizziness; painful urination; abnormal discharge; rectal pain; arrhythmias,Medium,Neisseria gonorrhoeae; Sexual transmission; Mother-to-child during birth
Norovirus,Virus,septic arthritis; stomach cramps; headache; fever; diarrhea; vomiting; nausea,Medium,Norovirus infection; Contaminated food/water; Person-to-person contact
HIV/AIDS,Virus,light sensitivity; night sweats; swollen lymph nodes; skin rash; fatigue; persistent cough; fever,High,HIV virus infection; Unprotected sex; Shared needles; Mother-to-child transmission
Gonorrhea,Bacteria,pneumothorax; sore throat; rectal pain; testicular pain; pelvic pain; abnormal discharge,Medium,Neisseria gonorrhoeae; Sexual transmission; Mother-to-child during birth
Rubella,Virus,sepsis; joint pain; swollen lymph nodes; headache; rash; chills; fever,Medium,Rubella virus; Airborne transmission; Congenital transmission
Schizophrenia,Disorder,hallucinations; delusions; cognitive difficulties; myasthenia gravis; emotional flatness; disorganized thinking,High,Genetic factors; Brain chemistry; Brain structure; Stress; Drug use; Prenatal complications
Anxiety Disorder,Disease,irritability; excessive worry; difficulty concentrating; restlessness; easy bruising; fatigue; muscle tension,Medium,Genetic factors; Brain chemistry; Stress; Trauma; Medical conditions; Substance abuse
Strep Throat,Bacteria,swollen lymph nodes; sore throat; osteoporosis; thalassemia; fever; difficulty swallowing; rash,Medium,Streptococcus bacteria; Direct contact; Airborne droplets
Gonorrhea,Bacteria,pelvic pain; abnormal discharge; swelling in legs; petechiae; rectal pain; testicular pain,Medium,Neisseria gonorrhoeae; Sexual transmission; Mother-to-child during birth
Asthma,Disease,coughing; filariasis; shortness of breath; fatigue; psoriasis; chest tightness; macracanthorhynchus,Medium,Genetic factors; Allergens; Air pollution; Respiratory infections; Exercise; Stress
Zika Virus,Virus,rash; light sensitivity; conjunctivitis; headache; joint pain; muscle pain,Medium,Zika virus; Mosquito transmission; Sexual transmission
Pertussis,Bacteria,constipation; fatigue; vomiting after cough; runny nose; severe cough; fever; whooping sound,High,Bordetella pertussis; Airborne transmission; Close contact
Schizophrenia,Disorder,cognitive difficulties; sound sensitivity; delusions; negative symptoms; emotional flatness; disorganized thinking,High,Genetic factors; Brain chemistry; Brain structure; Stress; Drug use; Prenatal complications
Anthrax,Bacteria,WPW syndrome; fatigue; fever; vomiting; skin ulcers; chest pain; sprains,High,Bacillus anthracis; Contact with infected animals; Biological weapon
Anxiety Disorder,Disease,difficulty concentrating; muscle tension; irritability; excessive worry; fatigue; restlessness,Medium,Genetic factors; Brain chemistry; Stress; Trauma; Medical conditions; Substance abuse
Common Cold,Virus,runny nose; fatigue; sore throat; MCL tear; sneezing; cough; mild fever,Low,Rhinovirus infection; Multiple viral strains; Airborne or contact transmission
Lyme Disease,Bacteria,swollen lymph nodes; nephrotic syndrome; fatigue; fever; muscle pain; venous insufficiency; headache; bulls-eye rash; joint pain,Medium,Borrelia burgdorferi; Tick bite; Deer tick transmission
Parkinson's Disease,Disease,postural instability; speech changes; difficulty walking; tremor; stiffness; dilated cardiomyopathy; bradykinesia,High,Genetic factors; Age; Environmental toxins; Head trauma; Vascular disease
Leprosy,Bacteria,chronic nasal congestion; numbness; muscle weakness; spirometra; enlarged nerves; eye problems; polycythemia; skin lesions,Medium,Mycobacterium leprae; Prolonged close contact; Armadillo transmission
Norovirus,Virus,compartment syndrome; sleepiness; vomiting; nausea; headache; edema; stomach cramps; diarrhea,Medium,Norovirus infection; Contaminated food/water; Person-to-person contact
COVID-19,Virus,fatigue; heterophyiasis; cough; thrombocytosis; fever; shortness of breath; body aches,High,SARS-CoV-2 virus; Respiratory transmission; Close contact
Rotavirus,Virus,vomiting; abdominal pain; multiceps; raillietina; dehydration; fever; severe diarrhea; tooth pain,High,Rotavirus infection; Fecal-oral transmission; Contaminated surfaces
Fibromyalgia,Disorder,irritable bowel syndrome; widespread pain; cognitive difficulties; sleep disturbances; headaches; dialysis,Medium,Genetic factors; Infections; Physical trauma; Stress; Abnormal pain processing; Hormonal changes
Restless Legs Syndrome,Disorder,daytime fatigue; hemophilia; difficulty concentrating; sleep disturbances; uncomfortable sensations; muscle weakness; urge to move legs; worse at night; psoriasis,Low,Genetic factors; Iron deficiency; Pregnancy; Chronic diseases; Medications; Caffeine
Hepatitis B,Virus,loss of appetite; abdominal pain; dark urine; nausea; fatigue; jaundice; fractures,High,Hepatitis B virus; Blood contact; Sexual transmission; Mother-to-child
Pneumonia,Bacteria,fever; chest pain; chills; nausea; shortness of breath; cough; pulmonary embolism; fatigue; myopathy,High,"Bacterial infection (Streptococcus, etc.); Viral infection; Fungal infection; Aspiration"
Coronary Artery Disease,Disease,arrhythmias; dizziness; nausea; chest pain; fatigue; shortness of breath,High,Atherosclerosis; High cholesterol; Hypertension; Smoking; Diabetes; Family history
Chronic Obstructive Pulmonary Disease,Disease,taeniasis; shortness of breath; frequent respiratory infections; fatigue; wheezing; chest tightness; chronic cough,High,Smoking; Air pollution; Genetic factors; Occupational exposure; Respiratory infections
Tourette Syndrome,Disorder,obsessive behaviors; involuntary sounds; involuntary movements; motor tics; vocal tics; polycythemia; hot flashes,Medium,Genetic factors; Brain chemistry; Environmental factors; Complications during pregnancy; Infections
Diabetes Type 1,Disease,extreme hunger; frequent infections; increased thirst; myocarditis; frequent urination; slow-healing sores; fatigue,High,Autoimmune destruction of insulin-producing cells; Genetic predisposition; Environmental triggers
Syphilis,Bacteria,joint pain; frequent thirst; fever; hair loss; chancre sore; fatigue; echinococcus;  paragonimiasis,High,Treponema pallidum; Sexual transmission; Congenital transmission
Diabetes Type 2,Disease,frequent infections; increased thirst; rheumatic fever; WPW syndrome; slow-healing sores; bursitis; frequent urination; increased hunger,Medium,Insulin resistance; Genetic factors; Obesity; Sedentary lifestyle; Poor diet
Attention Deficit Hyperactivity Disorder,Disorder,difficulty following instructions; inattention; prosthenorchis; impulsivity; hyperactivity; disorganization; forgetfulness,Medium,Genetic factors; Brain structure differences; Environmental factors; Prenatal exposure to toxins; Low birth weight
Parkinson's Disease,Disease,stiffness; smell changes; hypertrophic cardiomyopathy; pericarditis; tremor; bradykinesia; speech changes,High,Genetic factors; Age; Environmental toxins; Head trauma; Vascular disease
Syphilis,Bacteria,dipylidiasis; fever; fatigue; hair loss; joint pain; neurological symptoms; chancre sore; rash,High,Treponema pallidum; Sexual transmission; Congenital transmission
E. coli Infection,Bacteria,severe diarrhea; fatigue; weight loss; abdominal pain; bloody diarrhea; acromegaly; vomiting,High,E. coli bacteria; Contaminated food/water; Undercooked meat; Poor sanitation
Pertussis,Bacteria,vomiting after cough; severe cough; headache; heart block; whooping sound; fatigue; runny nose,High,Bordetella pertussis; Airborne transmission; Close contact
Asthma,Disease,shortness of breath; PCL tear; chest tightness; difficulty sleeping; fatigue; coughing; wheezing,Medium,Genetic factors; Allergens; Air pollution; Respiratory infections; Exercise; Stress
Eating Disorders,Disorder,purging; obsession with food; binge eating; fear of gaining weight; prosthenorchis; metabolic acidosis; restrictive eating; body image distortion,High,Genetic factors; Psychological factors; Cultural pressures; Trauma; Low self-esteem; Perfectionism
Attention Deficit Hyperactivity Disorder,Disorder,hyperactivity; disorganization; difficulty following instructions; metrorrhagia; impulsivity; inattention; forgetfulness,Medium,Genetic factors; Brain structure differences; Environmental factors; Prenatal exposure to toxins; Low birth weight
Lyme Disease,Bacteria,fatigue; fever; plantar fasciitis; muscle pain; joint pain; bulls-eye rash; swollen lymph nodes; headache; tinnitus,Medium,Borrelia burgdorferi; Tick bite; Deer tick transmission
Obsessive-Compulsive Disorder,Disorder,compulsions; anxiety; obsessions; interference with daily life; distress; melena; choanotaenia; time-consuming rituals,Medium,Genetic factors; Brain chemistry; Learning experiences; Stress; Trauma; Infections
Norovirus,Virus,nausea; rheumatic fever; vomiting; diphyllobothrium; diarrhea; fever; headache,Medium,Norovirus infection; Contaminated food/water; Person-to-person contact
Diabetes Type 2,Disease,frequent infections; frequent urination; increased thirst; fatigue; hypertrophic cardiomyopathy; slow-healing sores; increased hunger; blurred vision; coma,Medium,Insulin resistance; Genetic factors; Obesity; Sedentary lifestyle; Poor diet
Urinary Tract Infection,Bacteria,cloudy urine; strong urine odor; adrenal insufficiency; WPW syndrome; fever; frequent urination; burning sensation; pelvic pain,Medium,E. coli bacteria; Poor hygiene; Sexual activity; Catheter use
Rotavirus,Virus,fever; nephrotic syndrome; vomiting; abdominal pain; opisthorchiasis; severe diarrhea,High,Rotavirus infection; Fecal-oral transmission; Contaminated surfaces
Chronic Obstructive Pulmonary Disease,Disease,macracanthorhynchus; frequent respiratory infections; wheezing; fatigue; metrorrhagia; chest tightness; chronic cough; difficulty concentrating; shortness of breath,High,Smoking; Air pollution; Genetic factors; Occupational exposure; Respiratory infections
Influenza,Virus,fever; fatigue; cough; body aches; headache; emphysema; COPD; hydrocele; sore throat,Medium,Influenza virus infection; Seasonal transmission; Airborne droplets
Fibromyalgia,Disorder,irritable bowel syndrome; fatigue; cognitive difficulties; hymenolepis; anemia; headaches; sleep disturbances; widespread pain; smell changes,Medium,Genetic factors; Infections; Physical trauma; Stress; Abnormal pain processing; Hormonal changes
Chronic Fatigue Syndrome,Disorder,sleep problems; cognitive issues; pain; post-exertional malaise; sore throat; severe fatigue,Medium,Viral infections; Immune system issues; Hormonal imbalances; Stress; Genetic factors
Norovirus,Virus,ARDS; vomiting; diarrhea; acute renal failure; hydrocele; headache; nausea; fever; stomach cramps,Medium,Norovirus infection; Contaminated food/water; Person-to-person contact
Fibromyalgia,Disorder,lymphedema; widespread pain; dialysis; sleep disturbances; cognitive difficulties; fatigue; headaches,Medium,Genetic factors; Infections; Physical trauma; Stress; Abnormal pain processing; Hormonal changes
Salmonella,Bacteria,fever; abdominal cramps; schistosomiasis; vomiting; deep vein thrombosis; headache; nausea; cellulitis,Medium,Salmonella bacteria; Contaminated food; Undercooked poultry/eggs; Poor food handling
Influenza,Virus,fatigue; raillietina; atelectasis; cough; headache; body aches; sore throat,Medium,Influenza virus infection; Seasonal transmission; Airborne droplets
Chronic Fatigue Syndrome,Disorder,sleep problems; pain; cognitive issues; post-exertional malaise; irritability; sore throat; severe fatigue; septic arthritis; migraine,Medium,Viral infections; Immune system issues; Hormonal imbalances; Stress; Genetic factors
Strep Throat,Bacteria,diphyllobothriasis; gallstones; white patches on tonsils; rash; sore throat; difficulty swallowing; fever; swollen lymph nodes; nosebleeds,Medium,Streptococcus bacteria; Direct contact; Airborne droplets
Hypertension,Disease,shortness of breath; ligament tear; headache; chest pain; Raynaud phenomenon; dizziness; nosebleeds; blurred vision,Medium,Genetic factors; Obesity; High salt intake; Stress; Lack of exercise; Smoking
Rubella,Virus,varices; rash; runny nose; metrorrhagia; toxoplasmosis; headache; swollen lymph nodes,Medium,Rubella virus; Airborne transmission; Congenital transmission
Norovirus,Virus,loss of libido; diarrhea; vomiting; stomach cramps; headache; nausea,Medium,Norovirus infection; Contaminated food/water; Person-to-person contact
Obsessive-Compulsive Disorder,Disorder,cysticercosis; anxiety; distress; interference with daily life; compulsions; hair loss; acid-base disorders,Medium,Genetic factors; Brain chemistry; Learning experiences; Stress; Trauma; Infections
Coronary Artery Disease,Disease,chest pain; metagonimiasis; shortness of breath; cysticercosis; fatigue; dizziness; sweating; nausea; skrjabinia,High,Atherosclerosis; High cholesterol; Hypertension; Smoking; Diabetes; Family history
Diabetes Type 1,Disease,increased thirst; fatigue; oligarthrus; hot flashes; frequent infections; frequent urination; extreme hunger; congenital heart disease,High,Autoimmune destruction of insulin-producing cells; Genetic predisposition; Environmental triggers
Pneumonia,Bacteria,shortness of breath; irregular heartbeat; nausea; chest pain; cough; chills; fever; fatigue,High,"Bacterial infection (Streptococcus, etc.); Viral infection; Fungal infection; Aspiration"
